"ID","Naam","Type","Plaats","Adres","Website","PlaceID","Lat","Lng","Rating","Reviews"
"1","Boer in Natuur","winkel","Uden","Erenakkerstraat 4, Uden","True","True","51,6957874","5,6002557","True","True"
"2","De Volkelse Hooiberg","winkel","Volkel","Venstraat 3, Volkel","True","True","51,6512336","5,6635526","True","True"
"3","Bram's Hofke","winkel","Zeeland","Beemdsteeg 1, Zeeland","True","True","51,6805568","5,7023466","True","True"
"4","Cuppen-Ploegmakers","winkel","Zeeland","Kleine Graspeel 9, Zeeland","False","True","51,7027201","5,6819502","True","True"
"5","Siebe's Kaas","winkel","Erp","Kraanmeer 15, Erp","True","True","51,6269512","5,6110823","True","True"
"6","Lusthoffruit van den Biggelaar","automaat","Veghel","Heiakkerstraat 2-3, Veghel","False","True","51,6279689","5,580605","True","True"
"7","Het Maashorst Varken","winkel","Nistelrode","Loo 47, Nistelrode","True","True","51,7086081","5,5830558","True","True"
"8","Op 't Maxend","winkel","Nistelrode","Maxend 69, Nistelrode","True","True","51,6920516","5,5573767","True","True"
"9","Muchamp â€” Versautomaat","automaat","Boekel","Mutshoek 2a, Boekel","True","True","51,5888887","5,6747453","True","True"
"10","Speelboerderij Het Gouden Woud","onderweg","Liempde","Hamsestraat 18, Liempde","True","True","51,557791","5,377612","True","True"
"11","De Walhoeve boerderijwinkel","winkel","Goirle","Hoge Wal 15, Goirle","True","True","51,5326403","5,0860769","True","True"
"12","Eierautomaat De Leeuw De Laat","automaat","Made","Witteweg 12, Made","False","True","51,6859456","4,7808998","True","True"
"13","Boerderijwinkel Familie van den Kieboom","winkel","Breda","Rietdijk 4, Breda","True","True","51,6214178","4,7527676","True","True"
"14","Boerderijwinkel de Annahoeve","winkel","De Moer","Zijstraat 25, De Moer","True","True","51,628831","5,0132015","True","True"
"15","Landwinkel Hop & Zo","winkel","Breda","Grintweg 4, Breda","True","True","51,6184024","4,7140012","True","True"
"16","Boerderijwinkel Hoefhuys","winkel","Genderen","Hoefstraat 39, Genderen","True","True","51,7344928","5,0843858","True","True"
"17","Vermeulen Eieren","automaat","Riel","Schellebaan 2, Riel","True","True","51,5177331","4,9966627","True","True"
"18","Eibaar","automaat","Den Bommel","Tilsedijk 6, Den Bommel","True","True","51,7025734","4,2605799","True","True"
"19","Boerderijautomaat 'Kersvers'","automaat","Ysselsteyn","Puttenweg 92, Ysselsteyn","True","True","51,4746088","5,9241653","True","True"
"20","Asperges, aardbeien & eieren automaat","automaat","Ommel","Busserdijk 7, Ommel","True","True","51,4281479","5,7540604","True","True"
"21","Melktap Melkveehouderij Van Gastel","automaat","Rucphen","Rucphenseweg 31, Rucphen","True","True","51,5458685","4,5463365","True","True"
"22","Melktap Ulicoten","automaat","Ulicoten","Molenstraat 20, Ulicoten","False","True","51,4458099","4,8487715","True","True"
"23","Melktap bij Boer Bloem","automaat","Hooge Zwaluwe","Moerseweg 2a, Hooge Zwaluwe","True","True","51,682183","4,7577564","True","True"
"24","Melktap de Hugtenhoeve","automaat","Maarheeze","Hugten 24, Maarheeze","True","True","51,3213919","5,6667289","True","True"
"25","Melktap de Leegvelder","automaat","Deurne","Leegveld 6, Deurne","True","True","51,4428667","5,8598185","True","True"
"26","Boerderijwinkel van der Heijden","winkel","Den Dungen","Bosscheweg 54, Den Dungen","True","True","51,672851","5,359749","True","True"
"27","A2A2 De Puurste Zuivel","winkel","'s-Hertogenbosch","Nieuwe Dijk 2, 's-Hertogenbosch","True","True","51,6686462","5,3380683","True","True"
"28","Boerderijwinkel Ons Jos","winkel","Helvoirt","Nieuwkuijkseweg 38, Helvoirt","True","True","51,6464435","5,2194896","True","True"
"29","Boerderijwinkel van Boer Jos","winkel","Riel","Zandeind 34, Riel","True","True","51,5318026","5,0166463","True","True"
"30","Boerderijwinkel Piet van Meintjes Hoeve","winkel","Heukelom","Hoog Heukelom 11, Heukelom","True","True","51,5803136","5,16537","True","True"
"31","Biologische boerderij 't Schop","winkel","Hilvarenbeek","Esbeekseweg 2, Hilvarenbeek","True","True","51,4771095","5,140265","True","True"
"32","De Genneper Hoeve","winkel","Eindhoven","Tongelreeppad 1, Eindhoven","True","True","51,4202755","5,4745052","True","True"
"33","BOERDEREIKE","winkel","Eindhoven","Aanschot 80, Eindhoven","True","True","51,4892633","5,4662513","True","True"
"34","Boerderijwinkel De Kruisbrink","winkel","Toldijk","Kruisbrinkseweg 7, Toldijk","True","True","52,0545176","6,21528","True","True"
"35","Fruitbedrijf Horstink","winkel","Rha","Prinsenmaatweg 3, Rha","True","True","52,0538017","6,1631034","True","True"
"36","Biologische Boerderij Veld en Beek","winkel","Doorwerth","Fonteinallee 33, Doorwerth","True","True","51,9707784","5,7617851","True","True"
"37","Biologische boerderijwinkel De Nieuwenburgt","winkel","Spankeren","Kappersweg 5, Spankeren","True","True","52,0680588","6,1090817","True","True"
"38","Landwinkel IJsseloord","winkel","Arnhem","Schaapdijk 9, Arnhem","True","True","51,9744072","5,9602822","True","True"
"39","Melktap Wilp / boerderij de Elshof","automaat","Wilp","Zwarte Kolkstraat 22, Wilp","True","True","52,2161161","6,1056856","True","True"
"40","Melktap Gelkenhorst","automaat","Barneveld","Valkseweg 167, Barneveld","True","True","52,1322016","5,6191454","True","True"
"41","Blij van de Boerderij","automaat","Vragender","Manenschijnweg 2, Vragender","True","True","51,9715861","6,6460954","True","True"
"42","Boerderijwinkel 't Muldershuis","automaat","Vorden","Galgengoorweg 17, Vorden","False","True","52,1236988","6,3692252","True","True"
"43","De Melktap Culemborg","automaat","Culemborg","Wethouder Schoutenweg 6, Culemborg","True","True","51,9416159","5,1925397","True","True"
"44","Country Store Green Ham","winkel","Utrecht (Haarzuilens)","Parkweg 22A, Utrecht (Haarzuilens)","True","True","52,1089318","4,9896454","True","True"
"45","Country Store New Slagmaat","winkel","Bunnik","Marsdijk 5, Bunnik","True","True","52,0547529","5,1566908","True","True"
"46","Boerderijwinkel de Groenekan","winkel","Groenekan","Nieuwe Weteringseweg 139, Groenekan","True","True","52,1397833","5,1752283","True","True"
"47","Plattelandswinkel De Haarse Gaard","winkel","Utrecht (Haarzuilens)","Thematerweg 8, Utrecht (Haarzuilens)","True","True","52,118341","5,002303","True","True"
"48","Verse melk automaat (Meerndijk)","automaat","Utrecht (De Meern)","Meerndijk 61, Utrecht (De Meern)","True","True","52,0669486","5,0246834","True","True"
"49","Boer-Der-EI-Automaat","automaat","Woudenberg","Haarweg 3, Woudenberg","False","True","52,0499291","5,4535777","True","True"
"50","Boerderijautomaat Waverveen","automaat","Waverveen","Cliffordweg 11, Waverveen","True","True","52,2200764","4,8965685","True","True"
"51","Kaasautomaat Middelbroek","automaat","Leusden","Leusbroekerweg 1, Leusden","True","True","52,1066635","5,4163597","True","True"
"52","Landbouwbedrijf & boerderijwinkel Grooten","winkel","Heerlen","Heihoven 2, Heerlen","True","True","50,9122179","5,9926462","True","True"
"53","Boerderij Janssen Spaubeek","automaat","Spaubeek","Schoolstraat 26, Spaubeek","True","True","50,9353046","5,8360969","True","True"
"54","Boerderijwinkel Fromberg","winkel","Schin op Geul","Panhuis 12, Schin op Geul","True","True","50,8515506","5,8714266","True","True"
"55","Biologische Tuinderij de Waog","winkel","Neer","Dijk 2, Neer","True","True","51,2734301","6,0060514","True","True"
"56","Melktap & kaasautomaat Maria Hoop","automaat","Maria Hoop","Vuchterstraat 28, Maria Hoop","False","True","51,1064309","6,0007824","True","True"
"57","Farmshop Mechelen","automaat","Mechelen","Hoofdstraat 22a, Mechelen","False","True","50,7951589","5,9227529","True","True"
"58","Mergellandei","automaat","Eckelrade","Keerestraat 3, Eckelrade","True","True","50,8137242","5,7639642","True","True"
"59","Boerderijwinkel Smit's Boer&Goed","winkel","Stompetoren","Noordervaart 188, Stompetoren","True","True","52,6177413","4,7891192","True","True"
"60","Melktap & boerderijwinkel Durgerdam","automaat","Amsterdam","Durgerdammergouw 20, Amsterdam","False","True","52,3895979","5,0016322","True","True"
"61","Boerderijwinkel Zijper Zuivel","winkel","Schagerbrug","Grote Sloot 274, Schagerbrug","False","True","52,7975109","4,7498698","True","True"
"62","by Broersen","winkel","Warmenhuizen","Dergmeerweg 30, Warmenhuizen","True","True","52,7205943","4,7683766","True","True"
"63","Melktap De Hoef","automaat","De Hoef","De Hoef Oostzijde 115, De Hoef","True","True","52,193227","4,8247787","True","True"
"64","Melktap Grosthuizen","automaat","Avenhorn","Grosthuizen 50, Avenhorn","True","True","52,6184161","4,9841339","True","True"
"65","de Melktap (Broekergouw)","automaat","Amsterdam","Broekergouw 5, Amsterdam","True","True","52,4132923","4,9722959","True","True"
"66","Hoeve Biesland","winkel","Delfgauw","Bieslandseweg 1, Delfgauw","True","True","52,0250811","4,3952474","True","True"
"67","Farm Het Lansingerland","winkel","Bergschenhoek","Hoeksekade 146, Bergschenhoek","True","True","51,97936","4,5199083","True","True"
"68","Zorgboerderij The Buytenhof","winkel","Rhoon","Rijsdijk 98, Rhoon","True","True","51,856596","4,4497761","True","True"
"69","Boerderij Nellesteijn","winkel","Wassenaar","Maaldrift 6, Wassenaar","True","True","52,1543061","4,4280448","True","True"
"70","Boerderijautomaat Elenbaas","automaat","Lewedorp","Quarlespolderweg 7, Lewedorp","False","True","51,4887647","3,710429","True","True"
"71","Maatschap Van Binsbergen","automaat","Tholen","Mosselhoekseweg 2, Tholen","True","True","51,5217632","4,2140674","True","True"
"72","Fruitautomaat Puur Kattendijke","automaat","Kattendijke","Plasweg 2, Kattendijke","True","True","51,501462","3,9514501","True","True"
"73","Boerderijwinkel Erve 't Overweg","automaat","Diepenveen","Raalterweg 49, Diepenveen","True","True","52,3125078","6,2047368","True","True"
"74","Melktap de Beekhoek","automaat","Glane","Glanerbrugstraat 24, Glane","True","True","52,2271817","6,9816902","True","True"
"75","Melktap Weleveld (Huiskes-Beltman)","automaat","Hertme","Hertmerweg 35, Hertme","True","True","52,3231122","6,7527428","True","True"
"76","Melktap 't Melkhuuske","automaat","Enschede","Leppepaalweg 30, Enschede","False","True","52,1724498","6,8167514","True","True"
"77","Boerderijwinkel Berkenwolde Silo","winkel","Zeewolde","Nekkeveldweg 10, Zeewolde","False","True","52,2746067","5,3879584","True","True"
"78","Country Store Versluis","winkel","Emmeloord","Urkerweg 16, Emmeloord","True","True","52,6953569","5,722629","True","True"
"79","Hoeve Vredeveld","winkel","Lelystad","Zeeasterweg 15, Lelystad","True","True","52,501815","5,5827938","True","True"
"80","Melktap Zuidveld","automaat","Zuidveld","Oranjekanaal Zuidzijde 15, Zuidveld","False","True","52,8630057","6,6420233","True","True"
"81","Melktap Geesbrug","automaat","Geesbrug","Coevorderstraatweg 25A, Geesbrug","False","True","52,722764","6,6194082","True","True"
"82","Melktap Grolloo","automaat","Grolloo","Rolderstraat 5, Grolloo","False","True","52,9543517","6,6642074","True","True"
"83","Melktap Hunse (Rustpunt)","automaat","Beilen","Eursing 31, Beilen","True","True","52,8828842","6,5266366","True","True"
"84","Melk Delicatesse Zuidveld","automaat","Zuidveld","Tilbrugstraat 4, Zuidveld","False","True","52,86414","6,6318576","True","True"
"85","Melktap Siegerswoude","automaat","Siegerswoude","Binnenwei 23, Siegerswoude","True","True","53,092597","6,2199607","True","True"
"86","WÃ¢ldpleats","winkel","Burgum","Zomerweg 23, Burgum","True","True","53,2062781","5,9778753","True","True"
"87","Melktap Trimunt","automaat","Marum","Kloosterweg 5, Marum","True","True","53,1363207","6,1953392","True","True"
"88","Biologische melktap Twijzel","automaat","Twijzel","Tsjerkebuorren 43, Twijzel","True","True","53,2445302","6,1108522","True","True"
"89","Melktap de Hemmen","automaat","Makkum","Weersterweg 4, Makkum","True","True","53,0585223","5,4175709","True","True"
"90","Hoeve Zuidwending","winkel","Den Horn","Westerdijk 10, Den Horn","True","True","53,2227773","6,4321104","True","True"
"91","Maatschap de Wie-Len","automaat","Bedum","Ellerhuizen 5, Bedum","False","True","53,2779176","6,6067396","True","True"
"92","Hoeve Middelhorst","winkel","Peize","De Horst 13, Peize","True","True","53,13902","6,5262272","True","True"
"93","Zandster Boerenzuivel","winkel","'t Zandt","Zijldijksterweg 1, 't Zandt","True","True","53,374592","6,767784","True","True"
"94","Zuivelboerderij De Driesprong","winkel","Noordwolde","Noordwolderweg 6, Noordwolde","True","True","53,2807405","6,5932337","True","True"
"95","Kaasboerderij De Zuidgeest","winkel","Bergen op Zoom","Zandven 68b, Bergen op Zoom","True","True","51,4633189","4,3315182","True","True"
"96","FrankenFruit","zelfpluk","Bergen op Zoom","Balsedreef 1, Bergen op Zoom","True","True","51,4914394","4,3184912","True","True"
"97","Boerderijwinkel Luysterburg","winkel","Heerle","Herelsestraat 173, Heerle","True","True","51,5237042","4,3671752","True","True"
"98","Boerderij Den Hof","winkel","Halsteren","Buitenlust 1, Halsteren","True","True","51,5222992","4,3056471","True","True"
"99","Kaasboerderij Ossenblok","winkel","Sprundel","Waterstraat 13, Sprundel","True","True","51,5262963","4,5973027","True","True"
"100","Kaasboerderij 't Vaartje","winkel","Etten-Leur","Hoge Vaartkant 24, Etten-Leur","True","True","51,5635694","4,6679841","True","True"
"101","Hillekens Hoeve â€” Biologische Melktap","automaat","Etten-Leur","Vlaanderbos 6, Etten-Leur","True","True","51,5885014","4,6054355","True","True"
"102","Kaasboerderij De Leyedaeler","winkel","Goirle","Beeksedijk 16, Goirle","True","True","51,5162164","5,07855","True","True"
"103","Sophia's Tuin","winkel","Oosterhout","Seterseweg 7, Oosterhout","True","True","51,61024","4,866576","True","True"
"104","Zuivelboerderij De Driehoek","winkel","Oosterhout","Hoogstraat 82B, Oosterhout","True","True","51,6390174","4,8769675","True","True"
"105","Natuurlijk Klein Dongen","winkel","Dongen","Klein Dongenseweg 81, Dongen","True","True","51,6414689","4,9523191","True","True"
"106","De Stoerderij â€” Waterbuffelboerderij","winkel","Son en Breugel","Van den Elsenstraat 56, Son en Breugel","True","True","51,516139","5,5160695","True","True"
"107","Saanenhof â€” Biologische Geitenkaasboerderij","winkel","Heeze","Somerenseweg 39a, Heeze","True","True","51,3746794","5,5890024","True","True"
"108","Van Grotel â€” Blauwe Bessen","zelfpluk","Nuenen","Vorsterdijk 16a, Nuenen","True","True","51,4655332","5,5236971","True","True"
"109","De Hooiberg â€” Biologische Kaasboerderij","winkel","Bladel","Bredasebaan 20, Bladel","True","True","51,3533754","5,2237285","True","True"
"110","Kaasboerderij De Ruurhoeve","winkel","Hoogeloon","DominÃ©pad 7, Hoogeloon","True","True","51,3807572","5,2797721","True","True"
"111","HeRo Ei â€” Eierautomaat","automaat","Asten","Venbergweg 17, Asten","True","True","51,3963701","5,7871031","True","True"
"112","Thijs Eieren â€” Eierautomaat","automaat","Someren","Peelweg 18, Someren","False","False","51,3473631","5,7515219","False","False"
"113","Lekker'nei â€” Eierautomaat","automaat","Oirschot","Spoordonkseweg 144a, Oirschot","True","True","51,5229125","5,2506082","True","True"
"114","Boerderijwinkel Smits","winkel","Soerendonk","'t Winkel 3A, Soerendonk","True","True","51,2953828","5,5787651","True","True"
"115","Jan Janssen Fruitbedrijf â€” Blauwe Bessen","zelfpluk","Budel","Bergbosweg 17, Budel","True","True","51,2814453","5,5381869","True","True"
"116","Hoeve de Heivelden â€” Biologisch Fruitbedrijf","automaat","Boekel","Het Goor 4, Boekel","True","True","51,6150041","5,6426173","True","True"
"117","Landgoed Bleijendijk â€” 24/7 Boerderijwinkel","automaat","Vught","Bleijendijk 7, Vught","True","True","51,6386949","5,3128337","True","True"
"118","Blauwe Bessen Hil & Moer","zelfpluk","Waspik","Capelseweg 1, Waspik","True","True","51,6608532","4,9637484","True","True"
"120","Melktap Koezicht","automaat","Casteren","Wagenbroeken 12D, Casteren","False","True","51,3891237","5,2478414","True","True"
"121","De Kakelhoeve â€” Eierautomaat","automaat","Oirschot","Nieuwedijk 25, Oirschot","False","True","51,5345972","5,2820965","True","True"
"122","Gerrits Eieren â€” Eierautomaat","automaat","Rijkevoort","Papenvoortsedijk 4A, Rijkevoort","True","True","51,6522787","5,874806","True","True"
"123","De Wessenhoeve","winkel","Liempde","Wessendijk 1, Liempde","True","True","51,5649106","5,3890907","True","True"
"124","Rosmaalse Kaasshop","winkel","Rosmalen","Zuid Willemsdreef 15, Rosmalen","True","True","51,7079133","5,3504242","True","True"
"125","'t Kleine Boerenwinkeltje","winkel","Rosmalen","Kruisstraat 52, Rosmalen","True","True","51,7329872","5,398985","True","True"
"126","Boerderijwinkel Het Belvershuys","winkel","Haaren","Belversestraat 31, Haaren","True","True","51,5999475","5,2487038","True","True"
"127","Power to the Pieper","automaat","Schijndel","Boxtelseweg 5, Schijndel","True","False","51,6077358","5,4225404","False","False"
"128","Op het Erf","winkel","Heeswijk-Dinther","Aabrugstraat 4A, Heeswijk-Dinther","True","True","51,6440448","5,482934","True","True"
"129","Het Zuivelbos","automaat","Sint-Oedenrode","Sterrebos 13, Sint-Oedenrode","True","True","51,5850536","5,4792416","True","True"
"130","Gebroeders Van de Ven","winkel","Eerde","Abenhoefweg 6, Eerde","False","False","51,6013758","5,5097446","False","False"
"131","Melktap Heeswijk-Dinther","automaat","Heeswijk-Dinther","Koffiestraat 6, Heeswijk-Dinther","True","True","51,6608127","5,4859125","True","True"
"132","Streekwinkel Boszicht","winkel","Heeswijk-Dinther","Kaathovensedijk 5, Heeswijk-Dinther","True","True","51,6727867","5,4628992","True","True"
"134","De Klaproos","winkel","Sint-Oedenrode","Achterstesteeg 2A, Sint-Oedenrode","True","True","51,5707133","5,4878154","True","True"
"135","Melk & zo","automaat","Liempde","Boxtelseweg 2, Liempde","True","True","51,5726754","5,3694302","True","True"
"136","Farmshop Berlicum","winkel","Berlicum","Werststeeg 17, Berlicum","True","True","51,681497","5,4079784","True","True"
"137","Boerderijwinkel Verhoeven","winkel","Liempde","Hamsestraat 11, Liempde","True","True","51,553423","5,3815204","True","True"
"138","Boerderijwinkel van der Doelen","winkel","Vinkel","Kaathoven 47, Vinkel","False","True","51,6948966","5,4479651","True","True"
"139","Het Melkhuisje Roefs","automaat","Heesch","Watergat 2, Heesch","True","True","51,6905892","5,501188","True","True"
"140","De Duroc Hoeve","automaat","Son en Breugel","Jagerskampweg 1, Son en Breugel","True","True","51,5346746","5,4285222","True","True"
"141","Biologische Boerderij De Schoffel","winkel","Boxtel","Mijlstraat 34, Boxtel","True","True","51,5759049","5,3099375","True","True"
"142","D'n Buff Waterbuffelboerderij","winkel","Boxtel","Nergena 16, Boxtel","True","True","51,6016059","5,2890366","True","True"
"143","Bos & Akker","winkel","Oirschot","Vering 2, Oirschot","False","True","51,5346637","5,3653148","True","True"
"144","Melktap Vinkel","automaat","Vinkel","Van Rijckevorselweg 13, Vinkel","True","True","51,7129143","5,4545859","True","True"
"145","'t Boerder-Ei-tje","automaat","Sint-Oedenrode","Wolfswinkel 4, Sint-Oedenrode","True","True","51,5308208","5,4950706","True","True"
"146","Boerderijwinkel & automaat Tante Kay","winkel","Best","Mosselaarweg 15, Best","True","True","51,5216075","5,3604664","True","True"
"147","MaMa's Streekproducten","automaat","Nuland","Kerkstraat 23, Nuland","True","True","51,7307762","5,4322341","True","True"
"148","Boerderijwinkel de Gement","winkel","Vught","Gementweg 4, Vught","True","True","51,6721273","5,2709561","True","True"
"149","Geitenhouderij Van Houtum","automaat","Haaren","Noenes 16, Haaren","True","True","51,6142491","5,2497728","True","True"
"150","Boerderijwinkel Valenkamp","winkel","Rosmalen","Kruisstraat 58, Rosmalen","True","True","51,7335598","5,4019524","True","True"
"151","Annie's BoerderijWinkel","winkel","Mariahout","Knapersven 36, Mariahout","False","False","51,5313615","5,5668848","False","False"
"152","De Ruijsbossche Hoeve","automaat","Haaren","Roonsestraat 3, Haaren","True","True","51,6054375","5,236646","True","True"
"153","Eierautomaat de Bollen","automaat","Oirschot","De Bollen 1, Oirschot","False","True","51,5066958","5,3426572","True","True"
"154","Vers Vleesboerderij Polsdonk","winkel","Oirschot","Polsdonken 3, Oirschot","True","True","51,523142","5,29512","True","True"
"155","Pluimveebedrijf De Stipkip","automaat","Uden","Patersweg 9, Uden","True","True","51,6653164","5,6505669","True","True"
"156","Melktap Kukeleboe","automaat","Maren-Kessel","Burgemeester Smitsweg 10, Maren-Kessel","False","True","51,7717403","5,3826918","True","True"
"157","IJS & KAAS Boerderijautomaat","automaat","Oss","Mikkeldonkweg 17, Oss","False","False","51,7788248","5,4944945","False","False"
"158","'t Eiervrouwtje Nuenen","automaat","Nuenen","Stephan Hanewinkellaan 20, Nuenen","False","True","51,4723063","5,5607647","True","True"
"159","Boerderijwinkel De Zijp","winkel","Boekel","Zijp 7, Boekel","True","True","51,609813","5,7027853","True","True"
"160","De Margriethoeve","winkel","Helvoirt","Margrietweg 24, Helvoirt","True","True","51,6613609","5,1668529","True","True"
"161","Aspergekwekerij Schuurmans","winkel","Heukelom","Hoog Heukelom 3, Heukelom","True","True","51,5783032","5,1622636","True","True"
"162","Boerderijwinkel Wim Quik","winkel","Hedel","Hooiweg 35, Hedel","True","True","51,7534616","5,2483158","True","True"
"163","Zuivel-Automaat Johannahoeve","automaat","Velddriel","Vliertseweg 1, Velddriel","True","True","51,7784683","5,2841317","True","True"
"164","Boerderijwinkel van Heesch","winkel","Elshout","MariÃ«ndonkstraat 47, Elshout","False","False","51,7052462","5,154015","False","False"
"166","Zuivelboerderij de Kern","winkel","Drunen","Overstortweg 7, Drunen","True","True","51,6852045","5,1105303","True","True"
"167","Versautomaat Aspergekwekerij Vissers","automaat","Hilvarenbeek","Ambrosiusweg 13, Hilvarenbeek","True","True","51,5353327","5,1097827","True","True"
"168","Pluimveebedrijf Van Mourik","winkel","Dreumel","Papesteeg 2, Dreumel","True","True","51,839005","5,4524098","True","True"
"169","Streekwinkel Ons Erf","winkel","Udenhout","Kuil 31, Udenhout","True","True","51,6080646","5,1241294","True","True"
"170","Moergestels Weide-Ei","automaat","Moergestel","Heizenschedijk 4, Moergestel","False","True","51,5181201","5,1898057","True","True"
"171","PUUR&genieten","winkel","Oost West en Middelbeers","Kanaaldijk Zuid 7, Oost West en Middelbeers","False","False","51,4981833","5,2341704","False","False"
"172","Winery and Herbs","winkel","Schijndel","Boxtelseweg 23, Schijndel","True","True","51,6047186","5,4108314","True","True"
"173","G'aerd","zelfpluk","Sint-Michielsgestel","Moerschot 45, Sint-Michielsgestel","True","True","51,6469279","5,3678965","True","True"
"174","B en J Meat","winkel","Sint-Oedenrode","Hoogstraat 41, Sint-Oedenrode","False","False","51,5462921","5,4572934","False","False"
"175","Het Kruidenrijk","winkel","Haaren","Kapelweg 9, Haaren","True","True","51,600469","5,2373723","True","True"
"176","Bloezm","zelfpluk","Veghel","Eikenwal 14, Veghel","True","True","51,6337845","5,5849131","True","True"
"177","Happy Chicken","automaat","Vught","Esscheweg 207, Vught","False","False","51,6336098","5,2815748","False","False"
"178","Kipsalon Bernheze","winkel","Nistelrode","Maxend 73, Nistelrode","True","True","51,6915534","5,5571631","True","True"
"179","De Bresser Poultry","automaat","Best","Kapelweg 27, Best","True","True","51,511331","5,3540566","True","True"
"180","Hof Eyghentijds","winkel","Rosmalen","Lunerkampweg 5, Rosmalen","True","True","51,72944","5,3448286","True","True"
"181","Tuinderij de Es","winkel","Haaren","Eind 19c, Haaren","True","True","51,5986107","5,2361283","True","True"
"182","VersvandenAkker","winkel","Vlijmen","De Gemeint 3, Vlijmen","True","True","51,6984651","5,2442743","True","True"
"183","Hoeve Lange Vonder","winkel","Beek en Donk","Vonderweg-Oost 4, Beek en Donk","True","True","51,5533579","5,6513639","True","True"
"184","Het Lekkerste Straatje Van Oisterwijk","winkel","Oisterwijk","Oliviersweg 9, Oisterwijk","True","True","51,5945499","5,1895023","True","True"
"185","De Lage Broekkant","winkel","Beek en Donk","Broekweg 5, Beek en Donk","False","True","51,5471476","5,6549463","True","True"
"186","Eggdrive Egg and People","automaat","Eindhoven","Oirschotsedijk 14a, Eindhoven","False","False","51,4639833","5,4267895","False","False"
"187","Kwekerij Jansen","winkel","Nuenen","Boord 14, Nuenen","True","True","51,4713249","5,5286943","True","True"
"188","Goei Romme","automaat","Boekel","Berkhoek 1, Boekel","True","True","51,5855631","5,6846601","True","True"
"189","Hoeve de Mertel","winkel","Biezenmortel","Biezenmortelsestraat 8, Biezenmortel","True","True","51,6260283","5,170673","True","True"
"190","Nuenens Zuivelhuisje","automaat","Nuenen","Prinsenweier 18, Nuenen","False","True","51,4684533","5,5760677","True","True"
"191","Melkveebedrijf Teurlings","automaat","Udenhout","Groenstraat 115, Udenhout","False","True","51,6182615","5,1517279","True","True"
"192","Wasvenboerderij","winkel","Eindhoven","Celebeslaan 30, Eindhoven","True","True","51,4491455","5,5121574","True","True"
"193","t Fruithuis","winkel","Lithoijen","Valkseweg 29, Lithoijen","True","True","51,7992543","5,454418","True","True"
"194","Monsma-van de Ven","winkel","Oost West en Middelbeers","Kuikseindseweg 13c, Oost West en Middelbeers","False","True","51,4634238","5,2521559","True","True"
"195","Biologische Tuinderij De Twee Linden","winkel","Reek","Schaijksestraat 17, Reek","True","True","51,7440009","5,6747813","True","True"
"196","Barbekoe Brabants Black Angus","winkel","Wintelre","Groenstraat 18, Wintelre","True","True","51,4325727","5,3391164","True","True"
"197","Sprankenhof","winkel","Udenhout","Schoorstraat 26a, Udenhout","True","True","51,6268827","5,1191925","True","True"
"198","Reuzenbergs Eierkastje","automaat","Veldhoven","Reuzenberg 9, Veldhoven","False","False","51,4240657","5,391245","False","False"
"199","Boerderij Zonneveld","automaat","Rossum","Veilingweg 1, Rossum","True","True","51,7880183","5,2739155","True","True"
"200","Bij Boer Gijs","automaat","Udenhout","Oude Bossche Baan 3, Udenhout","False","True","51,6378615","5,1298717","True","True"
"201","Streekhoeve","winkel","Reek","Heijtmorgen 25, Reek","True","True","51,7459225","5,6891589","True","True"
"202","Tussen Koe en Kroonluchter","winkel","Diessen","Beerseweg 7, Diessen","True","True","51,4743789","5,2049501","True","True"
"203","Typisch Kim","winkel","Helmond","Geysendorfferstraat 3, Helmond","True","True","51,4810155","5,6798502","True","True"
"204","ZuiderZwam","winkel","Tilburg","Koningshoeven 62, Tilburg","False","False","51,547734","5,1148367","False","False"
"205","Power to the Pieper Aarle-Rixtel","automaat","Aarle-Rixtel","Opstal 8, Aarle-Rixtel","True","False","51,5144258","5,6347797","False","False"
"206","Vleesboerderij Boot","winkel","Kerkwerve","Kievitsweg 1, Kerkwerve","True","True","51,6990571","3,8751696","True","True"
"207","Zuivelhoeve Aagtekerke","winkel","Aagtekerke","Brouwerijweg 9, Aagtekerke","True","True","51,5494312","3,500552","True","True"
"208","Kaasboerderij De Stolpe","winkel","Nieuwerkerk","Stolpweg 9, Nieuwerkerk","True","True","51,6727631","3,9871389","True","True"
"209","Landwinkel Elenbaas","winkel","Arnemuiden","Langeweg 34, Arnemuiden","True","True","51,5023546","3,6982887","True","True"
"210","De Stelhoek","winkel","Oud-Vossemeer","Patrijzenweg 52, Oud-Vossemeer","True","True","51,5715421","4,1878113","True","True"
"211","Boerderijwinkel Bioduin","winkel","Koudekerke","Perduinsweg 3, Koudekerke","True","True","51,4977071","3,5760148","True","True"
"212","De Groene Polderwinkel","winkel","Schoondijke","Groeneweg-Oost 1B, Schoondijke","True","True","51,3460736","3,5669466","True","True"
"213","Kaasboerderij Mertens","winkel","Kessel","Oyen 1, Kessel","True","True","51,3081882","6,0887436","True","True"
"214","Zuivel van nu Velden","automaat","Velden","Schandelo 110, Velden","True","False","51,4135331","6,195781","False","False"
"215","Zuivel van nu Sevenum","automaat","Sevenum","Grubbenvorsterweg 66, Sevenum","True","False","51,4194906","6,0741598","False","False"
"216","Eierautomaat Luueke","automaat","Weert","Trumpertweg 19, Weert","True","True","51,2576423","5,7449681","True","True"
