"ID","Naam","Type","Plaats","Adres","Website","PlaceID","Lat","Lng","Rating","Reviews"
"1323","Rianne's Pluktuin","zelfpluk","Breugel","Eind 1b, Breugel","True","True","51,5178904","5,5188797","False","False"
"1324","Romeinse pluktuin","zelfpluk","Heerlen","Raadhuisplein 20, Heerlen","False","True","50,885991499999996","5,977038599999999","True","True"
"1325","Sanderkoe.nl en KOE-2-GO Vleesautomaat","automaat","Lage Vuursche","Hoge Vuurseweg 1, Lage Vuursche","True","True","52,181647299999995","5,2246635","True","True"
"1326","Tuin, Cadeau en Boerderijwinkel Achterzeedijk","winkel","Barendrecht","Achterzeedijk 60, Barendrecht","True","True","51,8379798","4,5249274999999995","True","True"
"1327","Tulpenpluktuin De Monden","zelfpluk","Drouwenermond","Zuiderdiep 42, Drouwenermond","True","True","52,980221","6,913556300000001","True","True"
"1328","Van Bragt Akkerbouw&Boerderijwinkel","winkel","Hank","Jachtlaan 46, Hank","False","True","51,7329589","4,9148173","True","True"
"1329","Van Vught Veebedrijf - Stal Molenzicht | Boerderijwinkel Vlees van de Piemontees","winkel","Oisterwijk","Kreitenstraat 40, Oisterwijk","True","True","51,591068199999995","5,1748499","True","True"
"1330","Variande Versautomaat","automaat","Ysselsteyn","Ysselsteynseweg 86, Ysselsteyn","True","True","51,4930482","5,901470799999999","False","False"
"1331","Versautomaat Van Hoof Zachtfruit & Asperges","automaat","Sint-Oedenrode","Schootsedijk 35, Sint-Oedenrode","True","True","51,5832683","5,426699999999999","True","True"
"1332","VERSE BIOLOGISCHE EIEREN GEMAKKELIJK UIT DE AUTOMAAT","automaat","Beusichem","Beusichemse Broeksteeg 2, Beusichem","False","True","51,9378396","5,274785","True","True"
"1333","Voedselbos & Pluktuin Stichting Heer ikigai Stompetoren","zelfpluk","Stompetoren","Noordervaart 30, Stompetoren","True","True","52,6044881","4,8505055","True","True"
"1334","Zelfgeplukt / Pluktuin bij Jachtslot Mookerheide","zelfpluk","Molenhoek","Heumensebaan 2, Molenhoek","True","True","51,7690833","5,890727099999999","True","True"
"1335","Zelfpluktuin Groenhof","zelfpluk","Hoorn","Dorpsstraat 111, Hoorn","True","True","53,4005477","5,356399199999999","True","True"
"1336","Zomerbloemen Pluktuin Anne-Marie Fontijn","zelfpluk","Amstelveen","Amsteldijk Zuid 183b, Amstelveen","True","True","52,252604399999996","4,8685928999999994","True","True"
"1337","5 sterren Boerderij Sengersbroek","winkel","Heusden Gem Asten","Sengersbroekweg 7, Heusden Gem Asten","True","True","51,368626899999995","5,7519976","True","True"
"1338","aa-dal streekproducten","winkel","Heeswijk Dinther","AA-Brugstraat 4a, Heeswijk Dinther","True","True","51,6417882","5,4797131","True","True"
"1339","Adriana Hoeve","winkel","Linschoten","Haardijk 10, Linschoten","False","True","52,0610248","4,898464","True","True"
"1340","Agara Hoeve","winkel","Dwingeloo","De Vorrelvenen 8, Dwingeloo","False","True","52,8715561","6,4037614","True","True"
"1341","Alpaca Boerderij Zonneveld Alpaca's","winkel","Tiendeveen","Kanaal Westzijde 2A, Tiendeveen","True","True","52,76694","6,54946","True","True"
"1342","AndrÃ© Hoeve","winkel","Spierdijk","Noord-Spierdijkerweg 179, Spierdijk","True","True","52,656481299999996","4,9498076","True","True"
"1343","Angusboerderij van den Hurk","winkel","Berghem","Burgemeester van Erpstraat 86, Berghem","True","True","51,7765989","5,5885191999999995","True","True"
"1344","Asperge Boerderij Friesen","winkel","Castenray","Matthiasstraat 11, Castenray","True","True","51,490218899999995","6,035861","True","True"
"1345","Aspergeboerderij Koks","winkel","Lettele","Oostermaatsdijk 10, Lettele","True","True","52,271245","6,296721","True","True"
"1346","Aspergeboerderij Ooms","winkel","Lepelstraat","Kruisweg 2, Lepelstraat","True","True","51,5460186","4,2817659","True","True"
"1347","Aspergeboerderij Sandur","winkel","Nieuw-Amsterdam","Vaart Noordzijde 186, Nieuw-Amsterdam","True","True","52,71369850000001","6,8877246","True","True"
"1348","Aspergeboerderij van den Goor","winkel","Echt","N276, Echt","True","True","51,0875857","5,8773465","True","True"
"1349","BankhoeveVlees","winkel","Wijchen","De Bankhoeve 11, Wijchen","True","True","51,8165686","5,6853488","True","True"
"1350","Betuwse Boerderijkaas","winkel","Elst","Grote Molenstraat 165, Elst","True","True","51,939361899999994","5,832393","True","True"
"1351","Bio Boerderij Ameland","winkel","Ballum","Verbindingsweg 14, Ballum","True","True","53,4473414","5,6689758","True","True"
"1352","Bio Boerderij Keuper | Puur & Smaakvol","winkel","Megchelen","Nieuweweg 14, Megchelen","True","True","51,8424956","6,3789666","True","True"
"1353","Bio Boerderij Kruytbosch","winkel","Hall","Vosstraat 24, Hall","True","True","52,1138853","6,1113697","True","True"
"1354","Bioboerderij De Leurhoeve","winkel","Winterswijk Meddo","Goorweg 49, Winterswijk Meddo","False","True","51,9987665","6,6801727","True","True"
"1355","Bioboerderij Kleine","winkel","Nieuwlande","Oostopgaande 55, Nieuwlande","True","True","52,6957245","6,6286005","True","True"
"1356","Bioboerderij Miltenburg","winkel","Schalkwijk","Overeind 33, Schalkwijk","True","True","51,9871464","5,206817099999999","True","True"
"1357","Bioboerderij Verduyn / Polderkoeienkaas","winkel","Zeewolde","Priempad 12, Zeewolde","True","True","52,30668800000001","5,37115","True","True"
"1358","Bioboerderijdewerd","winkel","'s-Hertogenbosch","Gewande 6, 's-Hertogenbosch","True","True","51,7474242","5,3457734","True","True"
"1359","Biologisch Melkveebedrijf en IJsboerderij De Meulenhorst","winkel","Ommen","Achterbroekweg 1, Ommen","True","True","52,478836699999995","6,471413999999999","True","True"
"1360","Biologisch pluimveebedrijf de Zwaanheuvelhoeve","winkel","Boven-Leeuwen","Zwaanheuvelstraat 2a, Boven-Leeuwen","True","True","51,864043599999995","5,5357575","True","True"
"1361","Biologische Boerderij ""de Pasop""","winkel","Hummelo","Tolstraat 6, Hummelo","True","True","52,019250299999996","6,2118938","True","True"
"1362","Biologische Boerderij Averheino","winkel","Heino","Lemelerveldseweg 32, Heino","True","True","52,4361659","6,2621232","True","True"
"1363","Biologische boerderij De Haarmeyer / Lucht & Laarzen Buitenzinnig Ontmoeten, ontwikkelen en Inspireren","winkel","Witharen","Witharenweg 26, Witharen","True","True","52,552952999999995","6,3727417","True","True"
"1364","Biologische boerderij De Hofstad","winkel","Breugel","Olen 13, Breugel","True","True","51,5148334","5,5402109","True","True"
"1365","Biologische Boerderij het Vertrouwen - Wendy de Koning","winkel","Akersloot","Verlengde Roemersdijk 6, Akersloot","True","True","52,567482999999996","4,732137","True","True"
"1366","Biologische Boerderij Kromholt","winkel","Nijverdal","Noordelijke Hoofddijk 21, Nijverdal","True","True","52,3837955","6,488179199999999","True","True"
"1367","Biologische boerderij Martinizicht","winkel","Groningen","Westerseweg 2, Groningen","True","True","53,2593703","6,5746924","True","True"
"1368","Biologische Kaasboerderij, De Ruyge Weyde","winkel","Oudewater","Ruige Weide 43, Oudewater","True","True","52,031710499999996","4,8403271","True","True"
"1369","Biologische Schapenboerderij De Zeekraal","winkel","Oosterend Terschelling","Oosterend 17, Oosterend Terschelling","True","True","53,4039302","5,3756968","True","True"
"1370","Biologische zuivelboerderij Roordastate","winkel","Ginnum","Roordastrjitte 7, Ginnum","True","True","53,3231551","5,872342499999999","True","True"
"1371","Blaarkopboerderij van Staaveren","winkel","Landsmeer","Van Beekstraat 190, Landsmeer","False","True","52,4280323","4,931706","True","True"
"1372","Blauwe Bessen Boerderij","winkel","Gasselternijveen","Gasselterboerveen 30, Gasselternijveen","True","True","53,004185899999996","6,8417007","True","True"
"1373","Bloemen Boerderij Boer","winkel","Barendrecht","Charl. Lagedijk 508, Barendrecht","True","True","51,8668846","4,4868692","True","True"
"1374","Boerderij 't Brakkensteinhofje ðŸšœ","winkel","Nijmegen","Pastoor Wichersstraat 10, Nijmegen","True","True","51,8121911","5,861771999999999","True","True"
"1375","Boerderij 't Geertje","winkel","Zoeterwoude","Geerweg 7, Zoeterwoude","True","True","52,0943779","4,505336400000001","True","True"
"1376","Boerderij / Veehouderij Dros - Van Sambeek","winkel","Oosterend","Harkebuurt 4, Oosterend","True","True","53,087494299999996","4,861422699999999","True","True"
"1377","Boerderij aan de dijk","winkel","Nagele","Ketelmeerweg 3, Nagele","True","True","52,620743999999995","5,7170687","True","True"
"1378","Boerderij Achtervennen","winkel","Ilpendam","Monnickendammerrijweg 54, Ilpendam","True","True","52,457535799999995","4,9655667","True","True"
"1379","Boerderij Beekhof","winkel","Kring van Dorth","Bathmenseweg 9, Kring van Dorth","True","True","52,220908800000004","6,2673454","True","True"
"1380","Boerderij Boterhuys","winkel","Warmond","Zijldijk 7, Warmond","True","True","52,1866105","4,5276127","True","True"
"1381","Boerderij Buitengewoon","winkel","Epe","Le Chevalierlaan 1, Epe","True","True","52,3570937","5,9280016","True","True"
"1382","Boerderij De Groene Geer","winkel","Nieuwland","Geer 30, Nieuwland","True","True","51,9009108","5,029196799999999","True","True"
"1383","Boerderij De Houberg","winkel","Herwen","Ossenwaard 5, Herwen","True","True","51,8837864","6,1220411","True","True"
"1384","Boerderij De IJken Biologisch melkveebedrijf en Dagbesteding","winkel","De Hoeve","IJkenweg 7a, De Hoeve","True","True","52,892527799999996","6,0807294999999995","False","False"
"1385","Boerderij de Jong","winkel","Amstelveen","Noorddammerweg 93, Amstelveen","True","True","52,265396499999994","4,8127040999999995","True","True"
"1386","Boerderij De Kasteelhoeve","winkel","Voorschoten","Veurseweg 348, Voorschoten","True","True","52,1083301","4,4201594","True","True"
"1387","Boerderij De Kikkershoek","winkel","Mijnsheerenland","Maasweg 3, Mijnsheerenland","True","True","51,8079988","4,4828844","True","True"
"1388","Boerderij de Kolke","winkel","Voorst Gem Voorst","Lange Klarenbeekseweg 30, Voorst Gem Voorst","True","True","52,1743373","6,1334763","True","True"
"1389","Boerderij de Meent","winkel","Amstelveen","Middenweg BP, Amstelveen","True","True","52,2467268","4,849207","True","True"
"1390","Boerderij De Ommelanden","winkel","Dronten","Stobbenweg 6, Dronten","True","True","52,5185278","5,8396935999999995","True","True"
"1391","boerderij de Pavijen","winkel","Culemborg","Wethouder Schoutenweg 6, Culemborg","True","True","51,9399215","5,194950899999999","True","True"
"1392","Boerderij de Peppelheem, Rik Herweijer","winkel","Middenmeer","Ulkeweg 1, Middenmeer","True","True","52,8067218","4,9430203","True","True"
"1393","Boerderij de Ruige Velden","winkel","Lepelstraat","Ruigevelden 19, Lepelstraat","True","True","51,557405499999994","4,2760106","True","True"
"1394","Boerderij De Vloeiweide","winkel","Rijsbergen","Ritseweg 2, Rijsbergen","True","True","51,5419567","4,6988065","True","True"
"1395","Boerderij de Weide","winkel","Buren","Hennisdijk 9A, Buren","True","True","51,917116099999994","5,3014532","True","True"
"1396","Boerderij De Zonnewijzer","winkel","Bunnik","Koningslaan 15, Bunnik","True","True","52,0679485","5,1725616","True","True"
"1397","Boerderij Den Hoek","winkel","Wilp","Leemsteeg 23, Wilp","True","True","52,2072679","6,062193799999999","True","True"
"1398","Boerderij Den Hollander","winkel","Wassenaar","Ammonslaantje 40, Wassenaar","True","True","52,1510509","4,4227361","True","True"
"1399","Boerderij Eben-HaÃ«zer","winkel","Nieuw-Lekkerland","Schoonenburgweg 13, Nieuw-Lekkerland","True","True","51,883677","4,714416","True","True"
"1400","Boerderij Eetmeerbosch ðŸšœ","winkel","Nijmegen","Scherpenkampweg 50, Nijmegen","True","True","51,8441677","5,7978622","True","True"
"1401","Boerderij Engelhof","winkel","Middelharnis","Vroonweg 12, Middelharnis","True","True","51,734684699999995","4,1782189","True","True"
"1402","Boerderij Eyckenstein","winkel","Maartensdijk","Eikensteeg 13, Maartensdijk","True","True","52,165209","5,2029215","True","True"
"1403","Boerderij FÃ¶llings","winkel","Malden","Hatertseweg 37, Malden","True","True","51,798849399999995","5,828502599999999","True","True"
"1404","Boerderij Groeizaam Winkel","winkel","Emmeloord","Pilotenweg 7A, Emmeloord","True","True","52,70825920000001","5,7225243","True","True"
"1405","Boerderij Halfweg","winkel","West-Terschelling","Kooipad 7, West-Terschelling","True","True","53,3725041","5,2461079","True","True"
"1406","Boerderij Heerlijkheid Groot Weede","winkel","Hoogland","Van Boetzelaerlaan 3, Hoogland","True","True","52,1754099","5,3730213","True","True"
"1407","Boerderij Het Binnenveld","winkel","Rhenen","Zuidelijke Meentsteeg 9, Rhenen","True","True","51,98500440000001","5,5748005","True","True"
"1408","Boerderij Het Goede Leven","winkel","Zwartebroek","Veenburgerweg 12A, Zwartebroek","False","True","52,1832662","5,4925975","True","True"
"1409","Boerderij Hof van Heden Geervliet","winkel","Geervliet","Ringdijk 14, Geervliet","True","True","51,8482518","4,2605946","True","True"
"1410","Boerderij Hoitsma","winkel","Franeker","Getswerderdyk 2, Franeker","False","True","53,201026899999995","5,5285778","True","True"
"1411","Boerderij Hoogerwaard","winkel","Ouderkerk aan den IJssel","Lageweg 45, Ouderkerk aan den IJssel","True","True","51,9689857","4,6472147999999995","True","True"
"1412","Boerderij Koldermelk","winkel","Nijeveen","Kolderveense Bovenboer 4, Nijeveen","True","True","52,744755299999994","6,1546397","True","True"
"1413","Boerderij Koops","winkel","Eexterveen","Dorpsstraat 88, Eexterveen","True","True","53,0483165","6,8103793999999995","True","True"
"1414","Boerderij Landlust","winkel","Maasland","Oostgaag 25a, Maasland","True","True","51,9541968","4,2849004","True","True"
"1415","Boerderij Landzicht Biologisch Groentenabonnement","winkel","Strijen","Broekseweg 2A, Strijen","True","True","51,743669","4,5801752","True","True"
"1416","Boerderij Migchels","winkel","Onstwedde","Veenhuizerweg 6, Onstwedde","True","True","53,0250531","7,0110917","True","True"
"1417","Boerderij Moervliet","winkel","Breda","Raamschoorseweg 30, Breda","False","True","51,5577411","4,723402","True","True"
"1418","Boerderij Pelkoorn","winkel","Middenbeemster","Nekkerweg 19, Middenbeemster","True","True","52,5371245","4,9361043","True","True"
"1419","Boerderij Polderzicht","winkel","Ouderkerk aan de Amstel","Polderweg 23, Ouderkerk aan de Amstel","True","True","52,290979099999994","4,898909499999999","True","True"
"1420","Boerderij Posthumus","winkel","Zuidhorn","Zuiderweg 8, Zuidhorn","False","True","53,233129399999996","6,4230978","True","True"
"1421","Boerderij Pouwer | Ons Melkhuisje","winkel","Weert","Geuzendijk 19, Weert","True","True","51,256260399999995","5,6594888999999995","True","True"
"1422","Boerderij Ruimzicht","winkel","Halle","Bielemansdijk 11A, Halle","True","True","52,0110847","6,4138103","True","True"
"1423","Boerderij Sevinga","winkel","Oss","Amsteleindstraat 33, Oss","True","True","51,7569056","5,4784047","True","True"
"1424","Boerderij Straathof","winkel","Echten","Kruisweg 3, Echten","False","True","52,7011647","6,3922238","True","True"
"1425","Boerderij te Winkel","winkel","Winterswijk Huppel","Vredenseweg 176, Winterswijk Huppel","True","True","51,994448","6,773637399999999","True","True"
"1426","Boerderij Ter Coulster/V.O.F. Brouwer De Koning","winkel","Heiloo","Kennemerstraatweg 432, Heiloo","True","True","52,598423","4,7179334","True","True"
"1427","Boerderij Tober","winkel","Beesd","Busterweg 30, Beesd","True","True","51,916377399999995","5,1912517","True","True"
"1428","Boerderij Top","winkel","Ede","Kernhemseweg 17, Ede","True","True","52,05432","5,654565","True","True"
"1429","Boerderij tussen de Hagen","winkel","Stoutenburg","Hessenweg 82, Stoutenburg","True","True","52,1470686","5,4393559","True","True"
"1430","Boerderij van de muiderzee","winkel","Weesp","Korte Muiderweg 57, Weesp","True","True","52,3173797","5,050922","True","True"
"1431","Boerderij van Hees","winkel","Achtmaal","Kloothoefstraat 11, Achtmaal","True","True","51,4553076","4,5920457","True","True"
"1432","Boerderij van Herk","winkel","Loosdrecht","Oud-Loosdrechtsedijk 38a, Loosdrecht","True","True","52,2074479","5,1193624","True","True"
"1433","Boerderij van Kessel - Eieren & aardappelen","winkel","Lunteren","Lage Valkseweg 175, Lunteren","True","True","52,131612","5,656453","True","True"
"1434","Boerderij van Kukelekoe","winkel","Baarle-Nassau","Heikant 7, Baarle-Nassau","True","True","51,4451586","4,9676976999999995","True","True"
"1435","Boerderij Van Leeuwen - Biologische rundvlees winkel","winkel","Reeuwijk","Oud Reeuwijkseweg 8, Reeuwijk","False","True","52,0552247","4,7200915","True","True"
"1436","Boerderij van Stee","winkel","Lelystad","Zeeasterweg 30, Lelystad","True","True","52,4959893","5,5493879999999995","True","True"
"1437","Boerderij van Steenbergen","winkel","Bennekom","Dijkgraaf 1a, Bennekom","True","True","52,0131514","5,635193699999999","True","True"
"1438","Boerderij Vidalls","winkel","Dronten","Roggebotweg 4, Dronten","True","True","52,5755221","5,7921115","True","True"
"1439","Boerderij Weidegoed","winkel","Heemskerk","Rijksstraatweg 168, Heemskerk","True","True","52,526008399999995","4,6504968","True","True"
"1440","Boerderij Zorgvrij","winkel","Velsen-Zuid","Genieweg 50, Velsen-Zuid","True","True","52,429811699999995","4,684663899999999","True","True"
"1441","Boerderij-Winkel Overkempe","winkel","Olst","Koekoeksweg 88, Olst","True","True","52,3296905","6,122477","True","True"
"1442","Boerderijcamping De GÃ¨skieker","winkel","Kinnum","Kinnum 1, Kinnum","True","True","53,375285899999994","5,2772874","True","True"
"1443","BoerderijfrietðŸŸðŸ¥”","winkel","Graauw","Oude Graauwsedijk 21, Graauw","True","True","51,331393899999995","4,0811774","True","True"
"1444","Boerderijproducten","winkel","Swifterbant","Tarpanweg 21, Swifterbant","True","True","52,5694181","5,6590796","True","True"
"1445","Boerderijverkoop Lekker Gezond","winkel","Dussen","Baan 24, Dussen","True","True","51,7293154","4,9882934","True","True"
"1446","Boerderijvleesmeendering","winkel","Ter Apelkanaal","Jipsingboermussel 45, Ter Apelkanaal","True","True","52,9200273","7,0334816","True","True"
"1447","Buffelboerderij Arns","winkel","Zevenaar","Kortslag 2, Zevenaar","True","True","51,9678787","6,070143799999999","True","True"
"1448","Burmania Boerderij","winkel","Lekkum","Miedwei 2, Lekkum","True","True","53,220240999999994","5,816539499999999","True","True"
"1449","Cheese & Clogs Irene Hoeve","winkel","Katwoude","Hoogedijk 1, Katwoude","True","True","52,4681473","5,033317600000001","True","True"
"1450","Cheese farm ""Alida Hoeve"" by Henri Willig","winkel","Volendam","Zeddeweg 1, Volendam","True","True","52,4899767","5,0452699999999995","True","True"
"1451","Cornelia Hoeve","winkel","Wadenoijen","Ophemertsestraat 6, Wadenoijen","True","True","51,858546000000004","5,354932499999999","True","True"
"1452","Dagboerderij De Hoeff","winkel","Giessenburg","Bovenkerkseweg 12, Giessenburg","True","True","51,853162999999995","4,8850909","True","True"
"1453","Dairyfarm De Kastanje hoeve","winkel","Beets","Beets 100, Beets","True","True","52,5844444","4,9666667","True","True"
"1454","De Annahoeve","winkel","Sassenheim","Menneweg 42, Sassenheim","True","True","52,2187722","4,5272831","True","True"
"1455","De Beekhoeve","winkel","Kamerik","Van Teylingenweg 172, Kamerik","True","True","52,149039699999996","4,8940068","True","True"
"1456","De Berkershoeve","winkel","Liessel","Heitrak 29, Liessel","True","True","51,3903055","5,8495041","True","True"
"1457","De BijenBoerderij","winkel","Strijbeek","Strijbeekseweg 62A, Strijbeek","True","True","51,5012617","4,7943048","True","True"
"1458","de Bijsterhoeve","winkel","Putten","Bijsterenseweg 19A, Putten","True","True","52,2590645","5,5633867","True","True"
"1459","De Blakervelderhoeve","winkel","Langelo","Schoolbrink 8, Langelo","True","True","53,0952037","6,4461110999999995","True","True"
"1460","De Bleije Boerderij","winkel","Muiden","Weesperbinnenweg 7-9, Muiden","True","True","52,321526","5,063002099999999","True","True"
"1461","De Boerderij Beleving","winkel","Spierdijk","Bobeldijk 141, Spierdijk","True","True","52,648623","4,953964099999999","True","True"
"1462","De Boerderij van Bertus en Riek","winkel","Beekbergen","Kruisweg 28, Beekbergen","True","True","52,1703415","5,966399","True","True"
"1463","De Breebroekerhoeve","winkel","Rijsbergen","Boven Heining 8, Rijsbergen","True","True","51,5106636","4,7343896999999995","True","True"
"1464","De Buterhoeve","winkel","Vriezenveen","Verzetstraat 61, Vriezenveen","False","True","52,4025937","6,605868","True","True"
"1465","de Eierboerderij","winkel","Herwijnen","Nieuwesteeg 56, Herwijnen","True","True","51,8345644","5,1310405","True","True"
"1466","De Elisabeth-Hoeve","winkel","Nieuw-Vennep","Hoofdweg westzijde 1379, Nieuw-Vennep","True","True","52,2503769","4,6128139","True","True"
"1467","De Fleckiehoeve","winkel","Diffelen","Rheezerweg 115, Diffelen","True","True","52,5352922","6,5669964","True","True"
"1468","de Goed Gevulde Boerderij","winkel","Halle","Halsedijk 8, Halle","True","True","52,0128783","6,456400599999999","True","True"
"1469","De Greftenhoeve","winkel","Vriezenveen","Greftenweg 16, Vriezenveen","True","True","52,4294964","6,673502099999999","True","True"
"1470","De Heulhoeve","winkel","Hoeven","De Heul 63, Hoeven","True","True","51,5687235","4,5902089","True","True"
"1471","De Holy Hoeve","winkel","Schipluiden","Oostveenseweg 1, Schipluiden","True","True","51,951004","4,3360644","True","True"
"1472","De Hommelhoeve","winkel","Empe","Hommelstraat 1, Empe","True","True","52,145937100000005","6,108873","True","True"
"1473","De Kleine Hoeve","winkel","Breda","Burgstsedreef 2, Breda","True","True","51,6094933","4,7347629","True","True"
"1474","De Kuipers Hoeve","winkel","Rijssen","Burggraaf 30, Rijssen","True","True","52,308478799999996","6,543646799999999","True","True"
"1475","De Melkbrouwerij | Huis in 't Veld | Biologische Boerderij |","winkel","Lettele","Doldermansweg 1a, Lettele","True","True","52,273263500000006","6,2554438","True","True"
"1476","De Molengraafse Hoeve, Zorgboerderij","winkel","Nuland","Molengraaf 11, Nuland","False","True","51,7356487","5,457029299999999","True","True"
"1477","De Morshoeve Fam. Stamsnijder","winkel","Enter","Morslaan 3, Enter","True","True","52,288184799999996","6,5886689","True","True"
"1478","De Plukhoeve","winkel","Lunteren","Kattenbroekerweg 11, Lunteren","True","True","52,1207357","5,6383727","True","True"
"1479","De Sophiahoeve","winkel","Warmond","Wasbeeklaan 7, Warmond","True","True","52,209317299999995","4,515100599999999","True","True"
"1480","De Stadsboerderij","winkel","Almere","Kemphaanpad 14, Almere","True","True","52,3425094","5,270671699999999","True","True"
"1481","De Veerstalhoeve","winkel","Gouderak","Gouderakse Tiendweg 97, Gouderak","True","True","52,00032110000001","4,7248262","True","True"
"1482","De Venehoeve","winkel","2e Exloermond","Zuiderdiep 380b, 2e Exloermond","True","True","52,9281413","6,9864143","True","True"
"1483","De Vosseburch - Kaasboerderij","winkel","Ter Aar","Langeraarseweg 160a, Ter Aar","True","True","52,190665499999994","4,704377","True","True"
"1484","De walhoeve vleesveestal","winkel","Goirle","Boterpad 1, Goirle","True","True","51,5301068","5,1024359","True","True"
"1485","De Walnoothoeven VOF","winkel","Hoeven","Oude Bredasepostbaan 17, Hoeven","True","True","51,5601817","4,577264899999999","True","True"
"1486","De Wickevoorter Stadsboeren - biologische zelfoogsttuin en stadsboerderij.","winkel","Cruquius","Oldenburgerlaan, Cruquius","True","True","52,3359358","4,6539188","True","True"
"1487","De Wijckse Hoeve","winkel","Beverwijk","Creutzberglaan 47H, Beverwijk","True","True","52,490894499999996","4,6363575","True","True"
"1488","De Witte Hoeve","winkel","Nederweert","Hoofstraat 17, Nederweert","True","True","51,284075099999995","5,769711099999999","True","True"
"1489","Decemberhoeve","winkel","Nieuw-Vennep","IJweg 1389, Nieuw-Vennep","True","True","52,2877076","4,6265401","True","True"
"1490","Dijkgatshoeve","winkel","Wieringerwerf","Noorderdijkweg 24b, Wieringerwerf","True","True","52,8975334","5,068031700000001","True","True"
"1491","Dijkhoeve","winkel","Leuth","Steenheuvelsestraat 3, Leuth","False","True","51,8389114","5,981620899999999","True","True"
"1492","Dijklandhoeve","winkel","Zwolle","Luttekeweg 1, Zwolle","True","True","52,535719699999994","6,0831311","True","True"
"1493","Dikhoeve Kaas V.O.F.","winkel","Amsterdam","Nieuwe Gouw 51, Amsterdam","True","True","52,3952737","4,9922924","True","True"
"1494","Doornbosch Asperge- en Aardbeiboerderij","winkel","Borgercompagnie","Borgercompagnie 189- 191, Borgercompagnie","True","True","53,108335","6,825969","True","True"
"1495","Dorpswinkel 'kastanjehoeve'","winkel","Tienhoven","Looydijk 18, Tienhoven","True","True","52,1619816","5,0872047","True","True"
"1496","Drosterhoeve","winkel","Putten","Drosteweg 39, Putten","True","True","52,20868840000001","5,624826199999999","True","True"
"1497","Dykhoeve","winkel","Herwen","Polderdijk 75, Herwen","True","True","51,8814262","6,107205800000001","True","True"
"1498","Ecologische Boerderij de Boterbloem","winkel","Amsterdam","Lutkemeerweg 262 B, Amsterdam","True","True","52,3602687","4,7662433","True","True"
"1499","Eiboerderij Smid","winkel","Heemserveen","Elfde Wijk 13, Heemserveen","True","True","52,599526399999995","6,5596099","True","True"
"1500","Eko boerderij de Eerste","winkel","Marknesse","Uiterdijkenweg 64, Marknesse","True","True","52,7249628","5,9369092","True","True"
"1501","Eko boerderij Ormel","winkel","De Heurne","Apenhorsterweg 4A, De Heurne","True","True","51,8980841","6,482438699999999","True","True"
"1502","Ekoboerderij Arink","winkel","Lievelde","Gasteveldsdijk 6, Lievelde","True","True","52,007222299999995","6,6270036","True","True"
"1503","Elfra Hoeve","winkel","Achtmaal","Nieuwmoerseweg 21, Achtmaal","True","True","51,440410899999996","4,550743","True","True"
"1504","Fam Bax Boerderijkaas","winkel","Heeze","Kerkhof 16, Heeze","True","True","51,3697127","5,5565353","True","True"
"1505","Fruitboerderij De Achterdijk","winkel","Bunnik","Achterdijk 25, Bunnik","True","True","52,0569371","5,1818019","True","True"
"1506","Fruitboerderij Remeeus","winkel","Ouwerkerk","Boterhoekseweg 3, Ouwerkerk","True","True","51,6266998","3,9574447999999993","True","True"
"1507","Geertjes Hoeve","winkel","haarzuilens","Thematerweg 5, haarzuilens","True","True","52,1175329","5,0050747","True","True"
"1508","Geitenboerderij 't Ketelbos","winkel","Groesbeek","Ketelstraat 19, Groesbeek","True","True","51,7690926","5,9875798","True","True"
"1509","Geitenboerderij de Sweach","winkel","Kollumersweach","Foarwei 14, Kollumersweach","True","True","53,263914299999996","6,096999599999999","True","True"
"1510","Geitenboerderij Jutrijp","winkel","Jutrijp","Riperwei 5, Jutrijp","False","True","52,999559999999995","5,6520892","True","True"
"1511","Graasboerderij","winkel","Sondel","Sondelerleane 5, Sondel","True","True","52,863260999999994","5,6041514999999995","True","True"
"1512","Graashoeve Amelte","winkel","Assen","Amelte 24, Assen","True","True","52,9894099","6,6021943","True","True"
"1513","Groenteboerderij Millenaar","winkel","Pijnacker","Katwijkerlaan 46, Pijnacker","True","True","52,0349095","4,4523027","True","True"
"1514","HARM's Hoeve","winkel","Malden","Westerkanaaldijk 5, Malden","True","True","51,790504399999996","5,832402699999999","True","True"
"1515","Hegger Biologische Rundveehouderij ""Hoeve Jamboors""","winkel","Arcen","Boerenweg 58, Arcen","True","True","51,484998","6,182322999999999","True","True"
"1516","Herenboerderij Land Van Weert","winkel","Weert","Grotesteeg 1, Weert","True","True","51,233176","5,6889572","True","True"
"1517","Heydehoeve B.V.","winkel","Nuenen","Rullen 15, Nuenen","True","True","51,499916999999996","5,55642","True","True"
"1518","Hoeksche Hoeve B.V.","winkel","'s-Gravendeel","Boendersweg 36 a, 's-Gravendeel","True","True","51,7723389","4,594118400000001","True","True"
"1519","Hoeve 't Hulshof","winkel","Almen","Whemerweg 25, Almen","True","True","52,1578978","6,283229899999999","True","True"
"1520","Hoeve 't Oosteind","winkel","Sprundel","Oosteindseweg 37, Sprundel","False","True","51,5332515","4,6272427","True","True"
"1521","Hoeve Avondrust","winkel","Vlaardingen","Zuidbuurt 46, Vlaardingen","True","True","51,9098719","4,2983156","True","True"
"1522","Hoeve Blauwbont","winkel","Wagenberg","Hoevenseweg 22A, Wagenberg","True","True","51,6621915","4,7294423","True","True"
